Id,Predicted
10091,"[ 136  405  624  772 1355 2106 2131 2382 2584 2973 3113 3348 3660 3810
 4095 4525 4739 5302 5484 5544 5892 6038 6755 6765 6770 6991 7024 7285
 7456 7727 7778 8399 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522
 9747 9762]"
10092,"[ 136  405  624  772 2131 2382 2584 3348 3660 3810 3978 4095 4442 4525
 4965 5302 5484 5878 5892 5987 6038 6755 6765 6770 6991 7024 7285 7456
 7727 7778 8399 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522 9747
 9762]"
10093,"[ 405  624 1355 2131 2382 2584 3348 3660 3810 4095 4442 4525 4965 5302
 5484 5520 5544 5892 5987 6038 6765 6770 6991 7024 7285 7727 7778 8147
 8399 8468 8637 8840 8917 9031 9058 9185 9248 9522 9762]"
10094,"[ 405  624 2131 2584 3348 3660 3833 4095 4525 4965 5302 5484 5892 6770
 6991 7285 7727 7778 8399 8468 8509 8637 8917 9522 9747 9762]"
10095,"[ 405  624 2131 2584 2973 3113 3348 3501 3532 3660 3810 4095 4525 5271
 5302 5484 5892 5987 6038 6770 6991 7727 7778 8147 8399 8509 8637 8840
 9058 9185 9522 9762]"
10096,[ 405  624 2584 3660 5302 6038 7778 8637 9762]
10097,[3660]
10098,[]
10099,"[ 405  624  772 2131 2352 2382 2584 3113 3237 3348 3501 3660 3810 3833
 3978 4095 4442 4525 4965 5302 5484 5520 5892 5987 6770 6991 7024 7285
 7456 7727 7778 8399 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522
 9762]"
10100,"[ 405  624 2131 2584 3113 3348 3643 3660 4525 5020 5302 5447 5484 5878
 6038 6991 6993 7727 7778 8147 8399 8468 8637 9058 9185 9522 9747 9762]"
10101,[]
10102,[]
10103,[]
10104,"[ 321  405  624 1170 2131 2584 2805 2973 3113 3237 3348 3532 3660 3810
 4525 5020 5271 5302 5447 5484 5520 5544 5878 5892 5987 6038 6664 6755
 6759 6765 6770 6779 6991 6993 7285 7456 7727 7778 8147 8305 8399 8468
 8509 8637 8768 8840 8999 9031 9058 9170 9185 9248 9522 9747 9762]"
10105,"[ 321  405  624 2131 2584 2973 3113 3348 3660 4525 5302 5484 5878 6038
 6770 6991 7727 7778 8399 8509 8637 9058 9170 9185 9522 9762]"
10106,"[ 321  405  624 1170 2131 2584 2805 2973 3113 3237 3348 3532 3660 3810
 4525 5020 5271 5302 5447 5484 5520 5544 5878 5892 5987 6038 6664 6755
 6759 6770 6779 6991 6993 7024 7285 7456 7727 7778 8147 8399 8468 8509
 8519 8637 8768 8840 8917 8999 9031 9058 9170 9185 9248 9522 9747 9762]"
10107,"[ 405 2584 3660 3978 4095 4525 5302 5892 6991 7727 7778 8399 8637 9058
 9185 9762]"
10108,[ 405  624 3660 4883 5302 6038 7778 8468 8637 9762]
10109,[ 405  624 3660 4883 4965 5302 5892 6038 7778 8468 8637 9747 9762]
10110,[ 405  624 3660 5302 6038 7778 8468 8637 9747 9762]
10111,[ 405  624 3660 5302 6038 7778 8468 8637 9747 9762]
10112,"[ 405  624 2584 3113 3348 3660 4525 5302 5484 5892 6038 6991 7727 7778
 8637 9058 9185 9522 9762]"
10113,"[ 405  624 2106 2226 2382 2584 3348 3493 3501 3532 3660 3810 3978 4095
 4442 4525 4965 5302 5484 5892 6298 6765 6770 6991 7024 7285 7727 7778
 8399 8468 8509 8637 8840 9031 9058 9185 9248 9762]"
10114,"[ 321  405  624 1170 2131 2584 2973 3113 3348 3660 3810 4525 5020 5271
 5302 5484 5878 5987 6038 6755 6991 7727 7778 8147 8399 8637 9058 9185
 9522 9747 9762]"
10115,"[ 405  624  772 1355 2106 2131 2226 2584 2973 3113 3348 3501 3660 3810
 3978 4095 4525 5020 5271 5302 5484 5892 5987 6038 6755 6770 6991 7285
 7727 7778 8147 8399 8468 8509 8637 8840 9031 9058 9185 9248 9522 9747
 9762]"
10116,"[ 405  439  624  772 1052 1881 2131 2382 2584 2932 3113 3237 3348 3501
 3660 3810 3978 4095 4442 4525 4883 4965 4967 5284 5302 5484 5520 5878
 5892 6038 6049 6298 6770 6991 7285 7456 7727 7778 8147 8399 8468 8509
 8637 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
10117,"[ 285  405  624 2131 2382 2584 3113 3237 3348 3421 3501 3532 3643 3660
 3810 3833 4095 4442 4525 4883 4965 5302 5484 5520 5878 5892 6038 6298
 6770 6991 7285 7456 7727 7778 8147 8399 8468 8509 8637 8840 8917 8951
 9031 9058 9185 9248 9522 9762]"
10118,"[ 321  405  624 1170 2131 2584 2973 3113 3348 3660 3810 4525 5020 5271
 5302 5484 5878 5987 6038 6755 6991 7727 7778 8147 8399 8637 9058 9185
 9522 9747 9762]"
10119,"[ 321  405  624 1170 2131 2584 2973 3113 3348 3660 4525 5271 5302 5484
 6991 7285 7727 7778 8147 8399 8637 9058 9185 9522 9762]"
10120,"[ 321  405  624 1355 2131 2226 2584 2973 3113 3348 3501 3660 4095 4525
 5271 5302 5484 5892 5987 6038 6991 7285 7727 7778 8147 8399 8509 8637
 8840 9031 9058 9185 9522 9762]"
10121,"[ 405  439  624  772 2131 2382 2584 3113 3348 3501 3660 3810 3978 4095
 4442 4525 4965 4967 5302 5484 5520 5892 5987 6049 6298 6770 6991 7285
 7456 7727 7778 8147 8399 8468 8509 8637 8840 9031 9058 9185 9248 9522
 9762]"
10122,"[ 405  439  624  772 2131 2382 2584 3113 3348 3501 3660 3810 3978 4095
 4442 4525 4965 4967 5284 5302 5484 5520 5892 5987 6049 6298 6770 6991
 7285 7456 7727 7778 8147 8399 8468 8509 8637 8840 9031 9058 9185 9248
 9522 9762]"
10123,"[ 405  439  624  772 2131 2382 2584 3113 3348 3501 3660 3810 3978 4095
 4442 4525 4965 4967 5284 5302 5484 5520 5892 5987 6049 6298 6770 6991
 7285 7456 7727 7778 8147 8399 8468 8509 8637 8840 9031 9058 9185 9248
 9522 9762]"
10124,"[ 321  405  624 1170 2131 2584 2973 3113 3348 3660 4525 5271 5302 5484
 6991 7285 7727 7778 8147 8399 8637 9058 9185 9522 9762]"
10125,"[ 321  405  624 1355 2131 2226 2584 2973 3113 3348 3501 3660 4095 4525
 5271 5302 5484 5892 5987 6038 6991 7285 7727 7778 8147 8399 8509 8637
 8840 9031 9058 9185 9522 9762]"
10126,"[ 405  624 2131 2382 2584 3113 3348 3501 3660 3810 3978 4095 4442 4525
 4965 5302 5484 5520 5878 5892 6038 6298 6770 6991 7285 7727 7778 8147
 8399 8468 8509 8637 8840 9031 9058 9185 9248 9522 9762]"
10127,"[ 405  624 2382 2584 3113 3348 3501 3660 3810 3978 4095 4442 4525 4965
 4967 5302 5892 5987 6049 6298 6991 7285 7456 7727 7778 8399 8468 8509
 8637 8917 9031 9058 9185 9522 9762]"
10128,"[ 405  624 2382 2584 3113 3348 3501 3660 3810 3978 4095 4442 4525 4965
 4967 5302 5892 6049 6298 6991 7285 7727 7778 8399 8468 8509 8637 8917
 9031 9058 9185 9248 9522 9762]"
10129,"[ 405  624 2382 2584 3113 3348 3501 3660 3810 3978 4095 4442 4525 4965
 4967 5302 5892 6049 6298 6991 7285 7727 7778 8399 8468 8509 8637 8917
 9031 9058 9185 9248 9522 9762]"
10130,"[ 321  405  624 2131 2584 2973 3113 3348 3660 3810 4525 5302 5484 5878
 5892 6038 6770 6991 7727 7778 8399 8509 8637 9058 9185 9522 9762]"
10131,"[ 405  624 2131 2584 3113 3348 3660 4525 5302 5484 6038 6770 6991 7727
 7778 8637 9058 9170 9185 9522 9762]"
10132,[ 405  624 2131 2584 3348 3660 5302 5484 6991 7727 7778 8637 9762]
10133,"[ 321  405  624 2131 2584 3113 3348 3660 5302 5484 5878 6038 6991 7456
 7727 7778 8637 9031 9058 9185 9747 9762]"
10134,"[ 405  624 2131 2584 3113 3348 3660 4525 5302 5484 5878 5892 6038 6991
 7727 7778 8147 8399 8509 8637 9031 9058 9185 9522 9762]"
10135,"[ 405  624 2584 3348 3660 4095 4442 4525 4965 5302 5484 5892 5987 6770
 6991 7285 7727 7778 8399 8468 8509 8637 8840 8917 9031 9058 9185 9248
 9762]"
10136,[]
10137,"[ 405  624  772 2131 2382 2584 3348 3421 3493 3643 3660 3810 4095 4442
 4525 4739 4965 5302 5484 5892 5987 6038 6770 6991 7285 7456 7727 7778
 8399 8468 8509 8637 8917 9031 9058 9170 9185 9248 9747 9762]"
10138,[ 405 2131 2584 3348 3660 6991 7727 7778 8637 9522 9762]
10139,[ 405  624 2584 3348 3660 4525 5302 6991 7727 7778 8637 9522 9762]
10140,"[ 321  405  624  772 1355 1758 2106 2131 2226 2382 2502 2584 2973 3113
 3348 3501 3532 3644 3660 3810 3978 4095 4442 4525 4739 5020 5271 5302
 5484 5544 5843 5892 5987 6038 6755 6756 6765 6770 6991 7024 7285 7727
 7778 8147 8399 8468 8509 8637 8840 9031 9058 9185 9248 9522 9570 9747
 9762]"
10141,"[ 321  405  624 1170 1355 2131 2226 2382 2584 2973 3113 3237 3348 3644
 3660 3810 4095 4525 4697 5020 5271 5284 5302 5484 5843 5878 5987 6038
 6756 6765 6770 6991 7024 7285 7315 7456 7727 7778 8147 8399 8637 9031
 9058 9170 9185 9522 9570 9747 9762]"
10142,"[ 321  405  624  772 1355 1758 2106 2131 2226 2382 2502 2584 2973 3113
 3348 3501 3532 3644 3660 3810 3978 4095 4442 4525 4739 5020 5271 5302
 5484 5544 5843 5892 5987 6038 6755 6756 6765 6770 6991 7024 7285 7727
 7778 8147 8399 8468 8509 8637 8840 9031 9058 9185 9248 9522 9570 9747
 9762]"
10143,"[ 405  439  624  772 1355 1881 2131 2226 2382 2584 2711 3113 3237 3348
 3421 3501 3532 3644 3660 3810 3833 3978 4095 4442 4525 4739 4965 4967
 5284 5302 5484 5520 5878 5892 5987 6038 6049 6298 6765 6770 6991 7024
 7285 7456 7518 7727 7778 8147 8399 8468 8509 8637 8840 8917 9031 9058
 9185 9248 9522 9747 9762]"
10144,[2131 3348 3660 6991 7727 7778 8637 9762]
10145,"[ 405  624  772 2106 2131 2584 3348 3493 3501 3660 4525 4739 5302 5484
 5987 6038 6755 6770 6991 7285 7727 7778 8147 8637 8840 9058 9185 9522
 9762]"
10146,"[ 405  624 2131 2584 3348 3660 5302 5484 6991 7727 7778 8637 9058 9185
 9522 9762]"
10147,"[ 405  624  772 2106 2131 2584 3348 3493 3501 3660 4525 4739 5302 5484
 5987 6038 6755 6770 6991 7285 7727 7778 8147 8637 8840 9058 9185 9522
 9762]"
10148,"[ 405  624  772 2352 2382 2584 3348 3493 3501 3660 3810 3978 4095 4442
 4525 4965 5302 5484 5892 6038 6770 6991 7285 7456 7727 7778 8399 8468
 8509 8637 8840 8917 9031 9058 9185 9248 9522 9762]"
10149,"[ 405  624  772 2352 2382 2584 3348 3493 3501 3660 3810 3978 4095 4442
 4525 4965 5302 5484 5892 6038 6770 6991 7285 7456 7727 7778 8399 8468
 8509 8637 8840 8917 9031 9058 9185 9248 9522 9762]"
10150,[ 405 2131 3348 3660 7778 8637 9762]
10151,[ 405  624 3348 3660 5302 7778 8637 9762]
10152,[2131 2584 3348 3660 6991 7727 7778 8637 9762]
10153,[ 405  624 2131 2584 3348 3660 4525 7727 7778 8637 9522 9762]
10154,"[ 321  405  624 1170 2131 2584 3113 3348 3493 3643 3660 3810 4095 4442
 4525 5020 5284 5302 5484 5878 5892 6038 6770 6991 7456 7727 7778 8399
 8468 8585 8637 9058 9185 9248 9522 9747 9762]"
10155,"[ 405  624  772 2131 2382 2584 3113 3348 3532 3660 3810 3978 4095 4442
 4525 4965 5302 5484 5544 5892 5987 6038 6298 6342 6770 6991 7024 7285
 7456 7727 7778 8399 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522
 9747 9762]"
10156,"[ 321  405  439  499  624  772 1052 1170 1355 1881 2106 2131 2226 2352
 2382 2502 2584 2805 2932 2973 3113 3237 3348 3421 3493 3501 3532 3643
 3644 3660 3810 3833 3978 4095 4213 4442 4525 4739 4821 4965 4967 5020
 5165 5271 5284 5302 5484 5520 5544 5560 5878 5892 5987 6038 6298 6664
 6755 6759 6765 6770 6971 6991 7024 7285 7456 7727 7778 8147 8399 8468
 8509 8519 8637 8840 8917 8951 9031 9058 9185 9248 9522 9747 9762]"
10157,"[ 121  321  405  439  624  772 1170 1355 1758 2106 2131 2226 2230 2584
 2805 2932 2973 3113 3237 3348 3501 3532 3643 3644 3660 3810 4057 4442
 4525 4697 4739 4821 5020 5271 5284 5302 5337 5447 5484 5520 5544 5843
 5878 5892 5987 6038 6137 6755 6765 6770 6779 6991 6993 7024 7285 7315
 7336 7456 7727 7778 7925 8147 8305 8399 8468 8637 8768 8840 8917 9031
 9058 9170 9185 9248 9522 9570 9747 9762]"
10158,"[ 321  405  439  499  624  772 1052 1170 1355 1881 2106 2131 2226 2352
 2382 2502 2584 2805 2932 2973 3113 3237 3348 3421 3493 3501 3532 3643
 3644 3660 3810 3833 3978 4095 4213 4442 4525 4739 4821 4965 4967 5020
 5165 5271 5284 5302 5484 5520 5544 5560 5878 5892 5987 6038 6298 6664
 6755 6759 6765 6770 6971 6991 7024 7285 7456 7727 7778 8147 8399 8468
 8509 8519 8637 8840 8917 8951 9031 9058 9185 9248 9522 9747 9762]"
10159,"[ 321  405  439  499  624  772 1052 1170 1355 1881 2106 2131 2226 2352
 2382 2502 2584 2805 2932 2973 3113 3237 3348 3421 3493 3501 3532 3643
 3644 3660 3810 3833 3978 4095 4213 4442 4525 4739 4821 4965 4967 5020
 5165 5271 5284 5302 5484 5520 5544 5560 5878 5892 5987 6038 6298 6664
 6755 6759 6765 6770 6971 6991 7024 7285 7456 7727 7778 8147 8399 8468
 8509 8519 8637 8840 8917 8951 9031 9058 9185 9248 9522 9747 9762]"
10160,"[ 321  405  439  499  624  772 1052 1119 1170 1355 1758 1881 2106 2131
 2226 2352 2382 2501 2584 2828 2932 2973 3113 3237 3348 3421 3493 3501
 3532 3643 3644 3660 3810 3833 3978 4095 4442 4525 4739 4883 4965 4967
 5020 5271 5284 5302 5484 5520 5544 5560 5878 5892 5987 6038 6137 6298
 6755 6759 6765 6770 6991 7024 7285 7456 7518 7727 7778 8147 8399 8468
 8509 8637 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
10161,[]
10162,"[ 121  321  405  624 1170 2131 2584 2932 2973 3113 3237 3348 3532 3643
 3660 3810 4525 5271 5284 5302 5484 5878 5892 5987 6038 6755 6765 6991
 7024 7285 7727 7778 8399 8637 8840 9058 9170 9185 9522 9747 9762]"
10163,"[ 405  439  624  772 1355 1881 2106 2131 2226 2584 2932 2973 3113 3237
 3348 3501 3532 3644 3660 3810 3833 3978 4095 4442 4525 4883 4965 5302
 5484 5520 5544 5892 5987 6038 6298 6755 6765 6991 7024 7285 7727 7778
 8399 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
10164,[ 405 3660 3978 4525 5302 5892 6991 7778 8637 9185 9762]
10165,"[ 121  321  405  439  624 1170 1355 1758 2106 2131 2584 2973 3113 3237
 3348 3660 3757 3810 4525 4697 5020 5271 5284 5302 5484 5843 5878 6038
 6755 6770 6779 6991 7315 7727 7778 8147 8305 8399 8637 8840 9058 9170
 9185 9522 9747 9762]"
10166,"[ 321  405  439  624  772 1170 1355 1758 2106 2131 2226 2584 2973 3113
 3348 3501 3532 3660 3810 4525 5020 5271 5302 5484 5843 5892 6038 6755
 6765 6770 6991 7285 7727 7778 8147 8399 8509 8637 8840 9058 9185 9248
 9522 9762]"
10167,"[ 405  439  624  772 1355 1881 2106 2131 2226 2502 2584 2973 3113 3237
 3348 3501 3532 3644 3660 3810 3833 3978 4095 4442 4525 4739 4967 5020
 5302 5484 5520 5544 5892 6038 6298 6755 6765 6770 6991 7024 7285 7727
 7778 8147 8399 8509 8637 8840 9031 9058 9185 9248 9522 9762]"
10168,"[ 321  405  439  624  772 1052 1170 1881 2106 2131 2226 2382 2584 2932
 2973 3113 3237 3348 3493 3501 3532 3644 3660 3810 3833 3978 4095 4442
 4525 4967 5020 5284 5302 5484 5520 5892 6038 6298 6755 6765 6770 6991
 7024 7285 7727 7778 8147 8399 8468 8509 8585 8637 8840 8917 9031 9058
 9185 9248 9522 9762]"
10169,"[ 321  405  624 1170 2131 2584 2973 3113 3348 3660 4525 5271 5302 5484
 5878 6038 6755 6770 6779 6991 7285 7727 7778 8147 8305 8399 8637 8840
 9058 9170 9185 9522 9747 9762]"
10170,"[ 321  405  439  624  772 2106 2131 2584 2973 3113 3348 3501 3660 3810
 4525 5271 5302 5484 5987 6038 6755 6770 6991 7285 7727 7778 8147 8399
 8509 8637 8840 9058 9185 9248 9522 9762]"
10171,"[ 405  439  624  772 2106 2131 2584 2973 3113 3237 3348 3501 3532 3660
 3810 3978 4442 4525 5302 5484 5520 5544 5892 6038 6298 6755 6770 6991
 7024 7285 7727 7778 8399 8468 8509 8637 8840 9031 9058 9185 9248 9522
 9762]"
10172,[]
10173,[405]
10174,"[ 405 3348 3660 3978 4095 4525 5302 5484 5892 6991 7727 7778 8399 8637
 9185 9762]"
10175,[]
10176,"[ 405  439  624  772 2131 2382 2584 3113 3348 3660 3810 3978 4095 4442
 4525 4883 4965 5030 5284 5302 5484 5878 5892 6038 6049 6770 6991 7285
 7456 7727 7778 8399 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522
 9747 9762]"
10177,"[ 321  405  624 1355 2131 2584 2805 2973 3113 3348 3660 5271 5302 5447
 5484 5544 5878 6038 6664 6755 6779 6991 7024 7727 7778 8147 8305 8399
 8519 8637 8840 9058 9170 9185 9522 9747 9762]"
10178,"[ 405  624 1355 2131 2584 3113 3348 3660 4525 5302 5484 5544 6038 6770
 6991 7727 7778 8147 8399 8637 8840 9058 9185 9522 9762]"
10179,"[ 405  624 2131 2584 3113 3348 3660 4095 4442 4525 5302 5484 5544 5892
 6038 6755 6770 6991 7727 7778 8399 8509 8637 8840 9031 9058 9185 9248
 9522 9762]"
10180,"[ 405  624 2131 2584 3348 3660 3810 3978 4095 4442 4525 4965 5302 5484
 5892 6038 6298 6770 6991 7024 7285 7727 7778 8399 8468 8509 8637 8840
 8917 9058 9185 9248 9522 9762]"
10181,"[ 405  624 2584 3348 3660 3978 4095 4442 4525 4965 5302 5484 5544 5878
 5892 6038 6770 6991 7024 7285 7727 7778 8399 8468 8509 8637 8840 8917
 9058 9185 9248 9522 9762]"
10182,"[ 405  624 2131 2584 3348 3660 3978 4095 4442 4525 4965 5302 5484 5544
 5878 5892 6038 6770 6991 7024 7285 7727 7778 8399 8468 8509 8637 8840
 8917 9058 9185 9248 9522 9762]"
10183,"[ 405  624 2131 2584 3113 3348 3660 4095 4442 4525 5302 5484 5544 5892
 6038 6755 6770 6991 7727 7778 8399 8509 8637 8840 9031 9058 9185 9248
 9522 9762]"
10184,"[ 405  624 2131 2584 3348 3660 3810 4095 4442 4525 4965 5302 5484 5892
 6038 6770 6991 7024 7285 7727 7778 8399 8468 8637 8840 9058 9185 9248
 9522 9762]"
10185,[ 405 8637 9248]
10186,"[ 321  405  624 2131 2584 3113 3348 3660 4525 5020 5302 5843 5987 6038
 6770 6991 7285 7315 7456 7727 7778 8399 8637 9058 9185 9522 9747 9762]"
10187,[3660 8637]
10188,[405]
10189,"[ 405  624 2584 3348 3660 4525 5302 5484 6991 7727 7778 8468 8637 9031
 9185 9762]"
10190,"[ 405  439  624 2106 2131 2584 3113 3348 3501 3532 3660 4095 4525 5302
 5484 5892 6991 7727 7778 8399 8509 8637 9031 9058 9185 9522 9762]"
10191,"[ 321  405  624 2131 2584 3113 3348 3660 4525 5302 5484 6991 7727 7778
 8399 8637 9031 9058 9185 9522 9762]"
10192,"[ 405  624 2131 2584 3113 3348 3660 4525 5302 5484 5892 6991 7727 7778
 8147 8399 8509 8637 9058 9185 9522 9762]"
10193,"[ 405  439  624 2106 2131 2584 3113 3348 3501 3532 3660 4095 4525 5302
 5484 5892 6991 7727 7778 8399 8509 8637 9031 9058 9185 9522 9762]"
10194,"[ 405  439  624 2131 2382 2584 2932 3113 3237 3348 3501 3532 3660 3810
 3978 4095 4442 4525 4965 5030 5302 5484 5520 5892 5987 6298 6770 6991
 7285 7727 7778 8399 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522
 9762]"
10195,"[ 405  439  624 2131 2382 2584 2932 3113 3237 3348 3501 3532 3660 3810
 3978 4095 4442 4525 4965 5030 5302 5484 5520 5892 5987 6298 6770 6991
 7285 7727 7778 8399 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522
 9762]"
10196,"[ 321  405  624 2131 2584 3113 3348 3660 4525 5302 5484 6991 7727 7778
 8399 8637 9031 9058 9185 9522 9762]"
10197,"[ 405  624 2131 2584 3113 3348 3660 4525 5302 5892 6991 7727 7778 8399
 8509 8637 9058 9185 9522 9762]"
10198,"[ 405  624 2131 2584 3348 3660 3810 4095 4525 5302 5484 5892 6991 7727
 7778 8399 8468 8509 8637 9031 9058 9185 9248 9522 9762]"
10199,"[ 405  439  624 2131 2584 2591 2932 3237 3348 3421 3493 3532 3643 3660
 3833 4442 4525 4883 4965 5030 5302 5520 5892 6770 6991 7285 7301 7456
 7727 7873 8134 8468 8585 8917 9031 9185 9248 9522 9762 9974]"
10200,[ 405 3348 3660]
10201,"[ 405  624 2131 2584 3348 3660 5302 5484 6038 6991 7727 7778 8637 9058
 9762]"
10202,"[ 405  624 2131 2584 3348 3660 5302 5484 6038 6991 7727 7778 8637 9058
 9522 9762]"
10203,"[ 405  624 2131 2584 3348 3660 4525 5302 5484 5892 6991 7727 7778 8399
 8468 8509 8637 9058 9185 9522 9762]"
10204,"[ 405  624 2584 3348 3660 3810 4095 4442 4525 4883 4965 5302 5484 5892
 6991 7727 7778 8399 8468 8509 8637 8917 9058 9185 9248 9762]"
10205,"[ 405  624 2584 3348 3660 3810 4095 4442 4525 4883 4965 5302 5484 5892
 6991 7727 7778 8399 8468 8509 8637 8917 9058 9185 9248 9762]"
10206,"[ 405  624 2584 3348 3660 3810 4095 4442 4525 4965 5302 5484 5892 6038
 6991 7727 7778 8399 8468 8509 8637 8917 9058 9185 9248 9762]"
10207,"[ 405  624 2131 2584 3348 3660 4525 5302 5484 5892 6991 7727 7778 8399
 8468 8509 8637 9058 9185 9522 9762]"
10208,"[ 405  624 2584 3348 3660 3810 4095 4442 4525 4965 5302 5484 5892 6991
 7727 7778 8399 8468 8509 8637 9058 9185 9248 9522 9762]"
10209,"[ 405  624 2131 2382 2584 3348 3660 3810 4095 4442 4525 4965 5302 5484
 5878 5892 6991 7727 7778 8399 8468 8509 8637 9058 9185 9522 9762]"
10210,"[ 321  405  624 2131 2584 3113 3348 3643 3660 5302 5484 5878 6991 6993
 7456 7727 7778 8637 9058 9170 9185 9522 9747 9762]"
10211,"[ 405  624 2131 2584 3113 3348 3660 4525 5302 6038 6991 6993 7727 7778
 8637 9058 9170 9185 9522 9762]"
10212,"[ 405  624 2382 2584 3237 3348 3408 3660 3810 4095 4442 4525 4883 4965
 5302 5484 5878 5892 6991 7456 7727 7778 8399 8468 8509 8637 8917 9058
 9185 9248 9522 9762]"
10213,"[ 405  624 2584 3348 3408 3660 4095 4442 4525 4965 5302 5484 5878 5892
 6038 6991 7456 7727 7778 8399 8468 8509 8637 8917 9058 9185 9248 9522
 9747 9762]"
10214,"[ 405  624 2131 2584 3113 3348 3660 4095 4525 5302 5484 5892 6991 7727
 7778 8399 8509 8637 9058 9185 9522 9762]"
10215,"[ 321  405  624 2131 2584 3113 3348 3643 3660 5302 5484 5878 6991 6993
 7456 7727 7778 8637 9058 9170 9185 9522 9747 9762]"
10216,[]
10217,[]
10218,[]
10219,[]
10220,[ 405 2584 3348 3660 7778 8637 9762]
10221,"[ 405  624 2382 2584 3113 3348 3501 3660 3810 3978 4095 4442 4525 4965
 5302 5484 5892 6298 6770 6991 7285 7727 7778 8468 8509 8637 8840 9031
 9058 9185 9248 9762]"
10222,[]
10223,[]
10224,"[ 405  624 2382 2584 3348 3660 4525 5302 5544 5892 6038 6755 6991 7727
 7778 8399 8468 8509 8637 8917 9031 9058 9522 9747 9762]"
10225,[]
10226,[3660 7778]
10227,[ 321  405 2131 2584 3348 3660 5484 6991 7727 7778 8637 9185 9522 9762]
10228,[ 405  624 2584 3348 3660 4525 5302 5484 6991 7778 8637 9185 9522 9762]
10229,[ 321  405 2131 2584 3348 3660 5484 6991 7727 7778 8637 9185 9522 9762]
10230,[ 405  624 2131 2584 3348 3660 5302 6991 7727 7778 8637 9031 9058 9762]
10231,"[ 405  624 2131 2584 3113 3348 3660 4525 5302 6991 7727 7778 8637 9031
 9058 9185 9522 9762]"
10232,[ 405 7778 8637]
10233,"[ 405  624 2584 3660 3978 4442 4525 4883 4965 5302 5484 5892 6038 6991
 7456 7727 7778 8468 8637 8840 8917 9185 9248 9762]"
10234,[ 405 2584 3660 5484 6038 6991 7727 7778 8637 9170 9185]
10235,[ 405 2584 3660 4525 5302 6038 6991 7778 8637 8840]
10236,"[ 405  624 2584 3660 4442 4525 5302 5484 5892 6038 6991 7727 7778 8637
 8840 8917 9031 9185 9762]"
10237,"[ 405 2584 3660 4442 4525 4965 5302 5484 5892 6038 6991 7778 8468 8637
 8840 8917 9185 9248 9762]"
10238,"[ 405  439 2584 3493 3660 3810 3978 4442 4525 4883 4965 5302 5484 5892
 6298 6770 6991 7456 7727 7778 8468 8637 8840 8917 9031 9185 9248 9762]"
10239,"[ 405  439  772 2584 3493 3660 3810 3978 4095 4442 4525 4883 4965 5030
 5284 5302 5484 5878 5892 6038 6298 6770 6991 7456 7778 8468 8637 8840
 8917 9031 9185 9248 9762]"
10240,"[ 405 2584 3493 3660 3810 3978 4095 4442 4525 4883 4965 5030 5284 5302
 5484 5878 5892 6038 6298 6770 6991 7456 7778 8468 8637 8840 8917 9031
 9185 9248 9762]"
10241,"[ 405 2584 3493 3660 3810 3978 4095 4442 4525 4883 4965 5030 5284 5302
 5484 5878 5892 6038 6298 6770 6991 7456 7778 8468 8637 8840 8917 9031
 9185 9248 9762]"
10242,"[ 285  321  405  624  772 1355 2106 2131 2382 2584 2805 2828 2973 3113
 3237 3348 3501 3532 3660 3810 3833 4095 4442 4525 4739 5020 5271 5284
 5302 5484 5878 5892 5987 6038 6664 6755 6770 6779 6991 7285 7727 7778
 7873 8147 8305 8399 8468 8509 8519 8585 8637 8840 8917 8999 9031 9058
 9170 9185 9248 9522 9747 9762]"
10243,[]
10244,[ 405 3660 7778]
10245,[ 405 2131 2584 3348 3660 5484 6991 7727 7778 8637 9762]
10246,"[ 285  405  439  574  624  772 1052 2106 2131 2226 2502 2584 2828 3348
 3501 3532 3660 3810 3833 4442 4525 4739 4883 4965 4967 5020 5030 5302
 5484 5520 5892 5987 6038 6759 6770 6971 6991 7285 7727 7778 7873 8399
 8468 8509 8637 8840 9031 9058 9170 9185 9248 9522 9747 9762]"
10247,"[ 285  405  439  624  772 1052 2106 2131 2226 2501 2502 2584 2591 2828
 2932 3237 3348 3501 3532 3660 3810 3833 4095 4442 4525 4739 4883 4965
 4967 5030 5302 5484 5520 5892 5987 6038 6298 6759 6770 6971 6991 7285
 7727 7778 7873 8399 8468 8509 8637 8840 8917 9031 9058 9170 9185 9248
 9522 9762]"
10248,"[ 405  439  624  772 1052 2106 2131 2226 2501 2502 2584 2828 2932 3113
 3237 3348 3408 3501 3532 3660 3810 3833 3978 4095 4442 4525 4739 4883
 4965 4967 5030 5302 5484 5520 5878 5892 5987 6038 6298 6759 6765 6770
 6971 6991 7285 7300 7456 7518 7727 7736 7778 8399 8468 8509 8637 8840
 8841 8910 8917 9031 9058 9170 9185 9248 9522 9747 9762]"
